word,2of12inf,NWL2023,google20k,ALL_THREE
gyniatries,0,1,0,0
gyniatry,0,1,0,0
gynie,0,1,0,0
gynies,0,1,0,0
gyno,0,1,0,0
gynocentric,0,1,0,0
gynoecia,0,1,0,0
gynoecium,0,1,0,0
gynogeneses,0,1,0,0
gynogenesis,0,1,0,0
gynogenetic,0,1,0,0
gynophobe,0,1,0,0
gynophobes,0,1,0,0
gynophore,0,1,0,0
gynophores,0,1,0,0
gynos,0,1,0,0
gyoza,0,1,0,0
gyozas,0,1,0,0
gyp,1,1,0,0
gyplure,0,1,0,0
gyplures,0,1,0,0
gypo,0,1,0,0
gypos,0,1,0,0
gypped,1,1,0,0
gypper,1,1,0,0
gyppers,1,1,0,0
gypping,1,1,0,0
gyppo,0,1,0,0
gyppos,0,1,0,0
gyps,1,1,0,0
gypseian,0,1,0,0
gypseous,0,1,0,0
gypsied,0,1,0,0
gypsies,1,1,0,0
gypsiferous,0,1,0,0
gypsophila,0,1,0,0
gypsophilas,0,1,0,0
gypster,1,1,0,0
gypsters,1,1,0,0
gypsum,1,1,0,0
gypsumboard,0,1,0,0
gypsumboards,0,1,0,0
gypsums,1,1,0,0
gypsy,1,1,1,1
gypsydom,0,1,0,0
gypsydoms,0,1,0,0
gypsying,0,1,0,0
gypsyish,0,1,0,0
gypsyism,0,1,0,0
gypsyisms,0,1,0,0
gyral,0,1,0,0
gyrally,0,1,0,0
gyrase,0,1,0,0
gyrases,0,1,0,0
gyrate,1,1,0,0
gyrated,1,1,0,0
gyrates,1,1,0,0
gyrating,1,1,0,0
gyration,1,1,0,0
gyrational,0,1,0,0
gyrations,1,1,0,0
gyrator,1,1,0,0
gyrators,1,1,0,0
gyratory,0,1,0,0
gyre,0,1,0,0
gyred,0,1,0,0
gyrene,0,1,0,0
gyrenes,0,1,0,0
gyres,0,1,0,0
gyrfalcon,1,1,0,0
gyrfalcons,1,1,0,0
gyri,0,1,0,0
gyring,0,1,0,0
gyro,1,1,0,0
gyrocompass,0,1,0,0
gyrocompasses,0,1,0,0
gyrofrequencies,0,1,0,0
gyrofrequency,0,1,0,0
gyroidal,0,1,0,0
gyromagnetic,0,1,0,0
gyron,0,1,0,0
gyrons,0,1,0,0
gyropilot,0,1,0,0
gyropilots,0,1,0,0
gyroplane,0,1,0,0
gyroplanes,0,1,0,0
gyros,1,1,0,0
gyroscope,1,1,0,0
gyroscopes,1,1,0,0
gyroscopic,1,1,0,0
gyroscopically,0,1,0,0
gyrose,0,1,0,0
gyrostabilizer,0,1,0,0
gyrostabilizers,0,1,0,0
gyrostat,0,1,0,0
gyrostats,0,1,0,0
gyrus,0,1,0,0
gyttja,0,1,0,0
gyttjas,0,1,0,0
gyve,1,1,0,0
gyved,1,1,0,0
gyves,1,1,0,0
gyving,1,1,0,0
gz,0,0,1,0
gzip,0,0,1,0
h,0,0,1,0
ha,1,1,1,1
haaf,0,1,0,0
haafs,0,1,0,0
haar,0,1,0,0
haars,0,1,0,0
haas,0,0,1,0
habanera,0,1,0,0
habaneras,0,1,0,0
habanero,0,1,0,0
habaneros,0,1,0,0
habdalah,0,1,0,0
habdalahs,0,1,0,0
habendum,0,1,0,0
habendums,0,1,0,0
haberdasher,1,1,0,0
haberdasheries,1,1,0,0
haberdashers,1,1,0,0
haberdashery,1,1,0,0
habergeon,0,1,0,0
habergeons,0,1,0,0
habile,0,1,0,0
habiliment,1,1,0,0
habiliments,1,1,0,0
habilitate,0,1,0,0
habilitated,0,1,0,0
habilitates,0,1,0,0
habilitating,0,1,0,0
habilitation,0,1,0,0
habilitations,0,1,0,0
habit,1,1,1,1
habitabilities,1,1,0,0
habitability,1,1,0,0
habitable,1,1,0,0
habitableness,0,1,0,0
habitablenesses,0,1,0,0
habitably,0,1,0,0
habitan,0,1,0,0
habitans,0,1,0,0
habitant,0,1,0,0
habitants,0,1,0,0
habitat,1,1,1,1
habitation,1,1,0,0
habitations,1,1,0,0
habitats,1,1,1,1
habited,0,1,0,0
habiting,0,1,0,0
habits,1,1,1,1
habitual,1,1,0,0
habitually,1,1,0,0
habitualness,1,1,0,0
habitualnesses,1,1,0,0
habituate,1,1,0,0
habituated,1,1,0,0
habituates,1,1,0,0
habituating,1,1,0,0
habituation,1,1,0,0
habituations,1,1,0,0
habitude,0,1,0,0
habitudes,0,1,0,0
habitue,1,1,0,0
habitues,1,1,0,0
habitus,0,1,0,0
habituses,0,1,0,0
haboob,0,1,0,0
haboobs,0,1,0,0
habu,0,1,0,0
habus,0,1,0,0
hacek,0,1,0,0
haceks,0,1,0,0
hacendado,0,1,0,0
hacendados,0,1,0,0
hachure,0,1,0,0
hachured,0,1,0,0
hachures,0,1,0,0
hachuring,0,1,0,0
hacienda,1,1,0,0
haciendado,0,1,0,0
haciendados,0,1,0,0
haciendas,1,1,0,0
hack,1,1,1,1
hackable,0,1,0,0
hackamore,0,1,0,0
hackamores,0,1,0,0
hackathon,0,1,0,0
hackathons,0,1,0,0
hackberries,0,1,0,0
hackberry,0,1,0,0
hackbut,0,1,0,0
hackbuts,0,1,0,0
hacked,1,1,1,1
hackee,0,1,0,0
hackees,0,1,0,0
hacker,1,1,1,1
hackeries,0,1,0,0
hackers,1,1,1,1
hackery,0,1,0,0
hackie,0,1,0,0
hackies,0,1,0,0
hacking,1,1,1,1
hackings,1,1,0,0
hackle,1,1,0,0
hackled,0,1,0,0
hackler,0,1,0,0
hacklers,0,1,0,0
hackles,1,1,0,0
hacklier,0,1,0,0
hackliest,0,1,0,0
hackling,0,1,0,0
hackly,0,1,0,0
hackman,0,1,0,0
hackmatack,0,1,0,0
hackmatacks,0,1,0,0
hackmen,0,1,0,0
hackney,1,1,0,0
hackneyed,1,1,0,0
hackneying,1,1,0,0
hackneys,1,1,0,0
hacks,1,1,1,1
hacksaw,1,1,0,0
hacksawed,0,1,0,0
hacksawing,0,1,0,0
hacksawn,0,1,0,0
hacksaws,1,1,0,0
hacktivism,0,1,0,0
hacktivisms,0,1,0,0
hacktivist,0,1,0,0
hacktivists,0,1,0,0
hackwork,1,1,0,0
hackworks,1,1,0,0
had,1,1,1,1
hadal,0,1,0,0
hadarim,0,1,0,0
haddest,0,1,0,0
haddock,1,1,0,0
haddocks,1,1,0,0
hade,0,1,0,0
hadean,0,1,0,0
haded,0,1,0,0
hades,0,1,0,0
hading,0,1,0,0
hadith,0,1,0,0
hadiths,0,1,0,0
hadj,1,1,0,0
hadjee,0,1,0,0
hadjees,0,1,0,0
hadjes,1,1,0,0
hadji,1,1,0,0
hadjis,1,1,0,0
hadron,0,1,0,0
hadronic,0,1,0,0
hadrons,0,1,0,0
hadrosaur,0,1,0,0
hadrosaurs,0,1,0,0
hadst,1,1,0,0
hae,0,1,0,0
haecceities,0,1,0,0
haecceity,0,1,0,0
haed,0,1,0,0
haeing,0,1,0,0
haem,0,1,0,0
haemacytometer,0,1,0,0
haemacytometers,0,1,0,0
haemagglutinate,0,1,0,0
haemagglutinin,0,1,0,0
haemagglutinins,0,1,0,0
haemal,0,1,0,0
haemangioma,0,1,0,0
haemangiomas,0,1,0,0
haemangiomata,0,1,0,0
haematal,0,1,0,0
haematein,0,1,0,0
haemateins,0,1,0,0
haematic,0,1,0,0
haematics,0,1,0,0
haematin,0,1,0,0
haematinic,0,1,0,0
haematinics,0,1,0,0
haematins,0,1,0,0
haematite,0,1,0,0
haematites,0,1,0,0
haematoblast,0,1,0,0
haematoblasts,0,1,0,0
haematocele,0,1,0,0
haematoceles,0,1,0,0
haematocrit,0,1,0,0
haematocrits,0,1,0,0
haematogeneses,0,1,0,0
haematogenesis,0,1,0,0
haematologic,0,1,0,0
haematological,0,1,0,0
haematologies,0,1,0,0
haematologist,0,1,0,0
haematologists,0,1,0,0
haematology,0,1,0,0
haematoma,0,1,0,0
haematomas,0,1,0,0
haematomata,0,1,0,0
haematophagous,0,1,0,0
haematopoieses,0,1,0,0
haematopoiesis,0,1,0,0
haematopoietic,0,1,0,0
haematoxylin,0,1,0,0
haematoxylins,0,1,0,0
haematozoa,0,1,0,0
haematozoon,0,1,0,0
haematuria,0,1,0,0
haematurias,0,1,0,0
haemic,0,1,0,0
haemin,0,1,0,0
haemins,0,1,0,0
haemocoel,0,1,0,0
haemocoels,0,1,0,0
haemocyanin,0,1,0,0
haemocyanins,0,1,0,0
haemocyte,0,1,0,0
haemocytes,0,1,0,0
haemocytometer,0,1,0,0
haemocytometers,0,1,0,0
haemodialyses,0,1,0,0
haemodialysis,0,1,0,0
haemodynamic,0,1,0,0
haemodynamics,0,1,0,0
haemoflagellate,0,1,0,0
haemoglobin,1,1,0,0
haemoglobins,1,1,0,0
haemoid,0,1,0,0
haemolymph,0,1,0,0
haemolymphs,0,1,0,0
haemolyses,0,1,0,0
haemolysin,0,1,0,0
haemolysins,0,1,0,0
haemolysis,0,1,0,0
haemolytic,0,1,0,0
haemophili,0,1,0,0
haemophilia,1,1,0,0
haemophiliac,0,1,0,0
haemophiliacs,0,1,0,0
haemophilias,1,1,0,0
haemophilic,0,1,0,0
haemophilus,0,1,0,0
haemopoieses,0,1,0,0
haemopoiesis,0,1,0,0
haemopoietic,0,1,0,0
haemoptyses,0,1,0,0
haemoptysis,0,1,0,0
haemorrhage,1,1,0,0
haemorrhaged,1,1,0,0
haemorrhages,1,1,0,0
haemorrhagic,0,1,0,0
haemorrhaging,1,1,0,0
haemorrhoid,0,1,0,0
haemorrhoidal,0,1,0,0
haemorrhoids,1,1,0,0
haemostases,0,1,0,0
haemostasis,0,1,0,0
haemostat,0,1,0,0
haemostatic,0,1,0,0
haemostats,0,1,0,0
haems,0,1,0,0
haen,0,1,0,0
haeredes,0,1,0,0
haeres,0,1,0,0
haes,0,1,0,0
haet,0,1,0,0
haets,0,1,0,0
haffet,0,1,0,0
haffets,0,1,0,0
haffit,0,1,0,0
haffits,0,1,0,0
hafiz,0,1,0,0
hafizes,0,1,0,0
hafnium,1,1,0,0
hafniums,1,1,0,0
haft,1,1,0,0
haftara,0,1,0,0
haftarah,0,1,0,0
haftarahs,0,1,0,0
haftaras,0,1,0,0
haftaros,0,1,0,0
haftarot,0,1,0,0
haftaroth,0,1,0,0
hafted,0,1,0,0
hafter,0,1,0,0
hafters,0,1,0,0
hafting,0,1,0,0
haftorah,0,1,0,0
haftorahs,0,1,0,0
haftoros,0,1,0,0
haftorot,0,1,0,0
haftoroth,0,1,0,0
hafts,1,1,0,0
hag,1,1,0,0
hagadic,0,1,0,0
hagadist,0,1,0,0
hagadists,0,1,0,0
hagberries,0,1,0,0
hagberry,0,1,0,0
hagborn,0,1,0,0
hagbush,0,1,0,0
hagbushes,0,1,0,0
hagbut,0,1,0,0
hagbuts,0,1,0,0
hagdon,0,1,0,0
hagdons,0,1,0,0
hagfish,0,1,0,0
hagfishes,0,1,0,0
haggada,0,1,0,0
haggadah,0,1,0,0
haggadahs,0,1,0,0
haggadas,0,1,0,0
haggadic,0,1,0,0
haggadist,0,1,0,0
haggadistic,0,1,0,0
haggadists,0,1,0,0
haggadot,0,1,0,0
haggadoth,0,1,0,0
haggard,1,1,0,0
haggardly,1,1,0,0
haggardness,1,1,0,0
haggardnesses,1,1,0,0
haggards,0,1,0,0
hagged,0,1,0,0
hagging,0,1,0,0
haggis,1,1,0,0
haggises,1,1,0,0
haggish,1,1,0,0
haggishly,0,1,0,0
haggle,1,1,0,0
haggled,1,1,0,0
haggler,1,1,0,0
hagglers,1,1,0,0
haggles,1,1,0,0
haggling,1,1,0,0
hagglings,0,1,0,0
hagiarchies,0,1,0,0
hagiarchy,0,1,0,0
hagiographer,1,1,0,0
hagiographers,1,1,0,0
hagiographic,0,1,0,0
hagiographical,0,1,0,0
hagiographies,1,1,0,0
hagiography,1,1,0,0
hagiologic,0,1,0,0
hagiological,0,1,0,0
hagiologies,0,1,0,0
hagiologist,0,1,0,0
hagiologists,0,1,0,0
hagiology,0,1,0,0
hagioscope,0,1,0,0
hagioscopes,0,1,0,0
hagioscopic,0,1,0,0
hagridden,0,1,0,0
hagride,0,1,0,0
hagrider,0,1,0,0
hagriders,0,1,0,0
hagrides,0,1,0,0
hagriding,0,1,0,0
hagrode,0,1,0,0
hags,1,1,0,0
hague,0,0,1,0
hah,1,1,0,0
haha,0,1,1,0
hahas,0,1,0,0
hahn,0,0,1,0
hahnium,1,1,0,0
hahniums,1,1,0,0
hahs,0,1,0,0
hai,0,0,1,0
haick,0,1,0,0
haicks,0,1,0,0
haik,0,1,0,0
haika,0,1,0,0
haiks,0,1,0,0
haiku,1,1,0,0
haikus,0,1,0,0
hail,1,1,1,1
hailed,1,1,0,0
hailer,0,1,0,0
hailers,0,1,0,0
hailing,1,1,0,0
hails,1,1,0,0
hailstone,1,1,0,0
hailstones,1,1,0,0
hailstorm,1,1,0,0
hailstorms,1,1,0,0
haimish,0,1,0,0
haint,0,1,0,0
haints,0,1,0,0
hair,1,1,1,1
hairball,1,1,0,0
hairballs,1,1,0,0
hairband,0,1,0,0
hairbands,0,1,0,0
hairbreadth,1,1,0,0
hairbreadths,1,1,0,0
hairbrush,1,1,0,0
hairbrushes,1,1,0,0
haircap,0,1,0,0
haircaps,0,1,0,0
haircloth,1,1,0,0
haircloths,1,1,0,0
haircut,1,1,0,0
haircuts,1,1,0,0
haircutter,0,1,0,0
haircutters,0,1,0,0
haircutting,0,1,0,0
haircuttings,0,1,0,0
hairdo,1,1,0,0
hairdos,1,1,0,0
hairdresser,1,1,0,0
hairdressers,1,1,0,0
hairdressing,1,1,0,0
hairdressings,1,1,0,0
hairdryer,1,0,0,0
hairdryers,1,0,0,0
haired,1,1,1,1
hairgrip,0,1,0,0
hairgrips,0,1,0,0
hairier,1,1,0,0
hairiest,1,1,0,0
hairily,0,1,0,0
hairiness,1,1,0,0
hairinesses,1,1,0,0
hairless,1,1,0,0
hairlessness,0,1,0,0
hairlessnesses,0,1,0,0
hairlike,1,1,0,0
hairline,1,1,0,0
hairlines,1,1,0,0
hairlock,0,1,0,0
hairlocks,0,1,0,0
hairnet,1,1,0,0
hairnets,1,1,0,0
hairpiece,1,1,0,0
hairpieces,1,1,0,0
hairpin,1,1,0,0
hairpins,1,1,0,0
hairs,1,1,0,0
hairsbreadth,1,1,0,0
hairsbreadths,1,1,0,0
hairsplitter,1,1,0,0
hairsplitters,1,1,0,0
hairsplitting,1,1,0,0
hairsplittings,1,1,0,0
hairspray,0,1,0,0
hairsprays,0,1,0,0
hairspring,1,1,0,0
hairsprings,1,1,0,0
hairstreak,0,1,0,0
hairstreaks,0,1,0,0
hairstyle,1,1,0,0
hairstyles,1,1,0,0
hairstyling,0,1,0,0
hairstylings,0,1,0,0
hairstylist,1,1,0,0
hairstylists,1,1,0,0
hairwing,0,1,0,0
hairwings,0,1,0,0
hairwork,0,1,0,0
hairworks,0,1,0,0
hairworm,0,1,0,0
hairworms,0,1,0,0
hairy,1,1,1,1
haiti,0,0,1,0
haitian,0,0,1,0
haj,0,1,0,0
hajes,0,1,0,0
haji,0,1,0,0
hajis,0,1,0,0
hajj,1,1,0,0
hajjes,1,1,0,0
hajji,1,1,0,0
hajjis,1,1,0,0
hake,1,1,0,0
hakeem,0,1,0,0
hakeems,0,1,0,0
hakes,1,1,0,0
hakim,0,1,0,0
hakims,0,1,0,0
haku,0,1,0,0
hakus,0,1,0,0
hal,0,0,1,0
halacha,0,1,0,0
halachas,0,1,0,0
halachic,0,1,0,0
halachist,0,1,0,0
halachists,0,1,0,0
halachot,0,1,0,0
halachoth,0,1,0,0
halakah,0,1,0,0
halakahs,0,1,0,0
halakha,0,1,0,0
halakhah,0,1,0,0
halakhahs,0,1,0,0
halakhas,0,1,0,0
halakhic,0,1,0,0
halakhist,0,1,0,0
halakhists,0,1,0,0
halakhot,0,1,0,0
halakhoth,0,1,0,0
halakic,0,1,0,0
halakist,0,1,0,0
halakists,0,1,0,0
halakoth,0,1,0,0
halal,1,1,0,0
halala,0,1,0,0
halalah,0,1,0,0
halalahs,0,1,0,0
halalas,0,1,0,0
halalled,0,1,0,0
halalling,0,1,0,0
halals,1,1,0,0
halation,0,1,0,0
halations,0,1,0,0
halavah,0,1,0,0
halavahs,0,1,0,0
halazone,0,1,0,0
halazones,0,1,0,0
halberd,1,1,0,0
halberdier,0,1,0,0
halberdiers,0,1,0,0
halberds,1,1,0,0
halbert,0,1,0,0
halberts,0,1,0,0
halcyon,1,1,0,0
halcyons,0,1,0,0
hale,1,1,1,1
haled,1,1,0,0
haleness,0,1,0,0
halenesses,0,1,0,0
haler,1,1,0,0
halers,0,1,0,0
haleru,0,1,0,0
hales,1,1,0,0
halest,1,1,0,0
half,1,1,1,1
halfback,1,1,0,0
halfbacks,1,1,0,0
halfbeak,0,1,0,0
halfbeaks,0,1,0,0
halfhearted,1,1,0,0
halfheartedly,1,1,0,0
halfheartedness,1,1,0,0
halfheartednesses,1,0,0,0
halflife,0,1,0,0
halflives,0,1,0,0
halfness,0,1,0,0
halfnesses,0,1,0,0
halfpence,1,1,0,0
halfpennies,1,1,0,0
halfpenny,1,1,0,0
halfpennyworth,0,1,0,0
halfpennyworths,0,1,0,0
halfpipe,0,1,0,0
halfpipes,0,1,0,0
halftime,1,1,0,0
halftimes,1,1,0,0
halftone,1,1,0,0
halftones,1,1,0,0
halftrack,0,1,0,0
halftracks,0,1,0,0
halfway,1,1,1,1
halfwit,1,1,0,0
halfwits,1,1,0,0
halfwitted,0,1,0,0
halfwittedly,0,1,0,0
halfwittedness,0,1,0,0
halibut,1,1,0,0
halibuts,1,1,0,0
halid,0,1,0,0
halide,0,1,0,0
halides,0,1,0,0
halidom,0,1,0,0
halidome,0,1,0,0
halidomes,0,1,0,0
halidoms,0,1,0,0
halids,0,1,0,0
halier,0,1,0,0
halierov,0,1,0,0
haliers,0,1,0,0
halifax,0,0,1,0
haling,1,1,0,0
haliotis,0,1,0,0
haliotises,0,1,0,0
halite,1,1,0,0
halites,1,1,0,0
halitoses,1,1,0,0
halitosis,1,1,0,0
halitus,0,1,0,0
halituses,0,1,0,0
hall,1,1,1,1
hallah,0,1,0,0
hallahs,0,1,0,0
hallal,0,1,0,0
hallalled,0,1,0,0
hallalling,0,1,0,0
hallals,0,1,0,0
hallel,0,1,0,0
hallels,0,1,0,0
halleluiah,1,0,0,0
halleluiahs,1,0,0,0
hallelujah,1,1,0,0
hallelujahs,1,1,0,0
halliard,1,1,0,0
halliards,1,1,0,0
hallmark,1,1,1,1
hallmarked,1,1,0,0
hallmarking,1,1,0,0
hallmarks,1,1,0,0
hallo,1,1,0,0
halloa,0,1,0,0
halloaed,0,1,0,0
halloaing,0,1,0,0
halloas,0,1,0,0
halloed,0,1,0,0
halloes,0,1,0,0
halloing,0,1,0,0
halloo,1,1,0,0
hallooed,1,1,0,0
hallooing,1,1,0,0
halloos,1,1,0,0
hallos,1,1,0,0
hallot,0,1,0,0
halloth,0,1,0,0
hallow,1,1,0,0
hallowed,1,1,0,0
halloween,0,0,1,0
hallower,0,1,0,0
hallowers,0,1,0,0
hallowing,1,1,0,0
hallows,1,1,0,0
halls,1,1,1,1
hallstand,0,1,0,0
hallstands,0,1,0,0
hallucal,0,1,0,0
halluces,0,1,0,0
hallucinate,1,1,0,0
hallucinated,1,1,0,0
hallucinates,1,1,0,0
hallucinating,1,1,0,0
hallucination,1,1,0,0
hallucinations,1,1,0,0
hallucinator,0,1,0,0
hallucinators,0,1,0,0
hallucinatory,1,1,0,0
hallucinogen,1,1,0,0
hallucinogenic,1,1,0,0
hallucinogenics,1,1,0,0
hallucinogens,1,1,0,0
hallucinoses,0,1,0,0
hallucinosis,0,1,0,0
hallux,0,1,0,0
hallway,1,1,0,0
hallways,1,1,0,0
halm,0,1,0,0
halma,0,1,0,0
halmas,0,1,0,0
halms,0,1,0,0
halo,1,1,1,1
halobiont,0,1,0,0
halobionts,0,1,0,0
halocarbon,0,1,0,0
halocarbons,0,1,0,0
halocline,0,1,0,0
haloclines,0,1,0,0
haloed,1,1,0,0
haloes,1,1,0,0
halogen,1,1,1,1
halogenate,0,1,0,0
halogenated,0,1,0,0
halogenates,0,1,0,0
halogenating,0,1,0,0
halogenation,0,1,0,0
halogenations,0,1,0,0
halogenic,0,1,0,0
halogenous,0,1,0,0
halogens,1,1,0,0
halogeton,0,1,0,0
halogetons,0,1,0,0
haloid,0,1,0,0
haloids,0,1,0,0
haloing,1,1,0,0
halolike,0,1,0,0
halomorphic,0,1,0,0
halon,0,1,0,0
halons,0,1,0,0
haloperidol,0,1,0,0
haloperidols,0,1,0,0
halophile,0,1,0,0
halophiles,0,1,0,0
halophilic,0,1,0,0
halophyte,0,1,0,0
halophytes,0,1,0,0
halophytic,0,1,0,0
halos,1,1,0,0
halothane,0,1,0,0
halothanes,0,1,0,0
halotherapies,0,1,0,0
halotherapy,0,1,0,0
halt,1,1,1,1
halted,1,1,0,0
halter,1,1,0,0
halterbreak,0,1,0,0
halterbreaking,0,1,0,0
halterbreaks,0,1,0,0
halterbroke,0,1,0,0
halterbroken,0,1,0,0
haltere,0,1,0,0
haltered,1,1,0,0
halteres,0,1,0,0
haltering,1,1,0,0
halters,1,1,0,0
halting,1,1,0,0
haltingly,1,1,0,0
haltless,0,1,0,0
halts,1,1,0,0
halutz,0,1,0,0
halutzim,0,1,0,0
halva,0,1,0,0
halvah,0,1,0,0
halvahs,0,1,0,0
halvas,0,1,0,0
halve,1,1,0,0
halved,1,1,0,0
halvers,0,1,0,0
halves,1,1,0,0
halving,1,1,0,0
halvings,0,1,0,0
halwa,0,1,0,0
halwas,0,1,0,0
halyard,1,1,0,0
halyards,1,1,0,0
ham,1,1,1,1
hama,0,0,1,0
hamada,0,1,0,0
hamadas,0,1,0,0
hamadryad,0,1,0,0
hamadryades,0,1,0,0
hamadryads,0,1,0,0
hamadryas,0,1,0,0
hamadryases,0,1,0,0
hamal,0,1,0,0
hamals,0,1,0,0
hamamelis,0,1,0,0
hamamelises,0,1,0,0
hamantasch,0,1,0,0
hamantaschen,0,1,0,0
hamantaschens,0,1,0,0
hamartia,0,1,0,0
hamartias,0,1,0,0
hamas,0,0,1,0
hamate,0,1,0,0
hamates,0,1,0,0
hamatsa,0,1,0,0
hamatsas,0,1,0,0
hamaul,0,1,0,0
hamauls,0,1,0,0
hambone,0,1,0,0
hamboned,0,1,0,0
hambones,0,1,0,0
hamboning,0,1,0,0
hamburg,1,1,1,1
hamburger,1,1,0,0
hamburgers,1,1,0,0
hamburgs,1,1,0,0
hame,0,1,0,0
hames,0,1,0,0
hamfat,0,1,0,0
hamfats,0,1,0,0
hamfatter,0,1,0,0
hamfatters,0,1,0,0
hamilton,0,0,1,0
hamlet,1,1,1,1
hamlets,1,1,0,0
hammada,0,1,0,0
hammadas,0,1,0,0
hammal,0,1,0,0
hammals,0,1,0,0
hammam,0,1,0,0
hammams,0,1,0,0
hammed,1,1,0,0
hammer,1,1,1,1
hammerbeam,0,1,0,0
hammerbeams,0,1,0,0
hammered,1,1,0,0
hammerer,1,1,0,0
hammerers,1,1,0,0
hammerhead,1,1,0,0
hammerheads,1,1,0,0
hammering,1,1,0,0
hammerings,0,1,0,0
hammerkop,0,1,0,0
hammerkops,0,1,0,0
hammerless,0,1,0,0
hammerlock,1,1,0,0
hammerlocks,1,1,0,0
hammers,1,1,0,0
hammerstone,0,1,0,0
hammerstones,0,1,0,0
hammertoe,1,1,0,0
hammertoes,1,1,0,0
hammier,1,1,0,0
hammiest,1,1,0,0
hammily,0,1,0,0
hamminess,0,1,0,0
hamminesses,0,1,0,0
hamming,1,1,0,0
hammock,1,1,0,0
hammocks,1,1,0,0
hammond,0,0,1,0
hammy,1,1,0,0
hamper,1,1,0,0
hampered,1,1,0,0
hamperer,0,1,0,0
hamperers,0,1,0,0
hampering,1,1,0,0
hampers,1,1,0,0
hampshire,0,0,1,0
hampton,0,0,1,0
hams,1,1,0,0
hamster,1,1,0,0
hamsters,1,1,0,0
hamstring,1,1,0,0
hamstringing,1,1,0,0
hamstrings,1,1,0,0
hamstrung,1,1,0,0
hamular,0,1,0,0
hamulate,0,1,0,0
hamuli,0,1,0,0
hamulose,0,1,0,0
hamulous,0,1,0,0
hamulus,0,1,0,0
hamza,0,1,0,0
hamzah,0,1,0,0
hamzahs,0,1,0,0
hamzas,0,1,0,0
han,0,0,1,0
hanaper,0,1,0,0
hanapers,0,1,0,0
hance,0,1,0,0
hances,0,1,0,0
hancock,0,0,1,0
hand,1,1,1,1
handax,0,1,0,0
handaxes,0,1,0,0
handbag,1,1,1,1
handbags,1,1,1,1
handball,1,1,0,0
handballs,1,1,0,0
handbarrow,1,1,0,0
handbarrows,1,1,0,0
handbasket,0,1,0,0
handbaskets,0,1,0,0
handbell,0,1,0,0
handbells,0,1,0,0
handbill,1,1,0,0
handbills,1,1,0,0
handblown,0,1,0,0
handbook,1,1,1,1
handbooks,1,1,0,0
handbrake,0,1,0,0
handbrakes,0,1,0,0
handbreadth,0,1,0,0
handbreadths,0,1,0,0
handcar,1,1,0,0
handcars,1,1,0,0
handcart,1,1,0,0
handcarts,1,1,0,0
handclap,0,1,0,0
handclaps,0,1,0,0
handclasp,1,1,0,0
handclasps,1,1,0,0
handcraft,1,1,0,0
handcrafted,1,1,1,1
handcrafting,1,1,0,0
handcrafts,1,1,0,0
handcraftsman,0,1,0,0
handcraftsmen,0,1,0,0
handcuff,1,1,0,0
handcuffed,1,1,0,0
handcuffing,1,1,0,0
handcuffs,1,1,0,0
handed,1,1,1,1
handedness,0,1,0,0
handednesses,0,1,0,0
handel,0,0,1,0
hander,0,1,0,0
handers,0,1,0,0
handfast,0,1,0,0
handfasted,0,1,0,0
handfasting,0,1,0,0
handfasts,0,1,0,0
handful,1,1,1,1
handfuls,1,1,0,0
handglass,0,1,0,0
handglasses,0,1,0,0
handgrip,0,1,0,0
handgrips,0,1,0,0
handgun,1,1,0,0
handguns,1,1,0,0
handheld,0,1,1,0
handhelds,0,1,1,0
handhold,1,1,0,0
handholds,1,1,0,0
handicap,1,1,1,1
handicapped,1,1,1,1
handicapper,1,1,0,0
handicappers,1,1,0,0
handicapping,1,1,0,0
handicaps,1,1,0,0
handicraft,1,1,0,0
handicrafter,0,1,0,0
handicrafters,0,1,0,0
handicrafts,1,1,0,0
handicraftsman,0,1,0,0
handicraftsmen,0,1,0,0
handier,1,1,0,0
handiest,1,1,0,0
handily,1,1,0,0
handiness,1,1,0,0
handinesses,1,1,0,0
handing,1,1,0,0
handiwork,1,1,0,0
handiworks,1,1,0,0
handjob,0,0,1,0
handjobs,0,0,1,0
handkerchief,1,1,0,0
handkerchiefs,1,1,0,0
handkerchieves,1,1,0,0
handle,1,1,1,1
handleabilities,0,1,0,0
handleability,0,1,0,0
handleable,0,1,0,0
handlebar,1,1,0,0
handlebars,1,1,0,0
handled,1,1,1,1
handleless,0,1,0,0
handler,1,1,1,1
handlers,1,1,1,1
handles,1,1,1,1
handless,0,1,0,0
handlike,0,1,0,0
handline,0,1,0,0
handliner,0,1,0,0
handliners,0,1,0,0
handlines,0,1,0,0
handling,1,1,1,1
handlings,0,1,0,0
handlining,0,1,0,0
handlinings,0,1,0,0
handlist,0,1,0,0
handlists,0,1,0,0
handlogger,0,1,0,0
handloggers,0,1,0,0
handlogging,0,1,0,0
handloggings,0,1,0,0
handloom,0,1,0,0
handlooms,0,1,0,0
handmade,1,1,1,1
handmaid,1,1,0,0
handmaiden,1,1,0,0
handmaidens,1,1,0,0
handmaids,1,1,0,0
handoff,0,1,0,0
handoffs,0,1,0,0
handout,1,1,0,0
handouts,1,1,1,1
handover,0,1,0,0
handovers,0,1,0,0
handpick,1,1,0,0
handpicked,1,1,0,0
handpicking,1,1,0,0
handpicks,1,1,0,0
handpress,0,1,0,0
handpresses,0,1,0,0
handprint,0,1,0,0
handprints,0,1,0,0
